identifier,govIdentifier,RWStype,URL,name,description,siteAddressName,siteAddressStreet,siteAddressCity,siteAddressCounty,siteAddressCountry,siteAddressPostcode,latitude,longitude,telephone,openingHours,openingHoursNotes,openingHoursTransportRestrictions,ownerID,ownerName,operatorID,operatorCompanyID,operatorName,operatorAddressStreet,operatorAddressCity,operatorAddressCounty,operatorAddressCountry,operatorAddressPostcode,dateOpened,dateClosed,areaServed,proofOfResidency,accessibilityNotes,trade,ANPR,reuseShop,dateUpdated,dateValidFrom,dateValidTo
,,tb,,Rotherhithe Street - London,,Co-op Food,346 Rotherhithe Street,London,Greater London,eng,SE16 5EF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Royal Albert Wharf-Gallions Quarter,,Co-op Food,"Armada South, Gallions Quarter",London,Greater London,eng,E6 7AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Rugby - Clifton Road,,Co-op Food,31B Clifton Road,Rugby,Warwickshire,eng,CV21 3PY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Runcorn,,Co-op Food,Windmill Hill Ave West,Runcorn,Cheshire,eng,WA7 6QZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Runcorn - Halton Road,,Co-op Food,53 Halton Road,Runcorn,Cheshire,eng,WA7 5QU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Rushden - Grangeway,,Co-op Food,Grangeway,Rushden,Northamptonshire,eng,NN10 9JE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Saighton - Sandy Lane,,Co-op Food,,Saighton,Cheshire,eng,CH3 6BB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sale - Washway Road,,Co-op Food,384 Washway Road,Sale,Greater Manchester,eng,M33 4JH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Salford - Clippers Quay,,Co-op Food,Clippers Quay,Salford,Greater Manchester,eng,M50 3XP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Salford - Media City,,Co-op Food,Red Road,Salford,Lancashire,eng,M50 2BS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Salford - Middlewood Locks,,Co-op Food,1 Lockgate Square,Salford,Lancashire,eng,M5 4YU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Saltdean,,Co-op Food,51-57 Longridge Ave,Brighton,East Sussex,eng,BN2 8LG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sandy - Kestrel Way,,Co-op Food,Kestrel Way,Sandy,Bedfordshire,eng,SG19 2TG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,School Lane,,Co-op Food,5 School Lane,Stockport,Cheshire,eng,SK12 1AX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sea Road - Barton on Sea,,Co-op Food,Sea Road,NEW MILTON,Hampshire,eng,BH25 7ND,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sea Street,,Co-op Food,98 Sea Street,Herne Bay,Kent,eng,CT6 8QF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Seascale - Gosforth Road,,Co-op Food,Gosforth Road,Seascale,Cumbria,eng,CA20 1PR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Seaton Sluice Millway Garage,,Co-op Food,Beresford Road,Whitley Bay,Northumberland,eng,NE26 4DP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Semilong,,Co-op Food,31-33 Semilong Road,Northampton,Northamptonshire,eng,NN2 6BH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Seven Kings - Cameron Road,,Co-op Food,Cameron Road,Ilford,Essex,eng,IG3 8LG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sheddingdean,,Co-op Food,Sheddingdean,Burgess Hill,West Sussex,eng,RH15 8UA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sheffield - Glossop Road,,Co-op Food,2 Clarkson Street,Sheffield,South Yorkshire,eng,S10 2TQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shefford - Old Bridge Way,,Co-op Food,Old Bridge Way,Shefford,Bedfordshire,eng,SG17 5AX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sherborne,,Co-op Food,Westbridge Park,Sherborne,Dorset,eng,DT9 6AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shevington,,Co-op Food,Gathurst Lane,Wigan,Lancashire,eng,WN6 8HA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shifnal - High Street,,Co-op Food,High Street,Shifnal,Shropshire,eng,TF11 8BL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shinfield - School Green,,Co-op Food,39 School Green,Reading,Wokingham,eng,RG2 9EE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shirehampton,,Co-op Food,47-49 High Street,Bristol,Avon,eng,BS11 0DW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Shirley,,Co-op Food,225-227 Wickham Road,Croydon,Surrey,eng,CR0 8TG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Slade Road - Sutton Coldfield,,Co-op Food,Slade Road,Sutton Coldfield,West Midlands,eng,B75 5PF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Cerney - High Street,,Co-op Food,High Street,Cirencester,Gloucestershire,eng,GL7 5UG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Coast Road Peacehaven,,Co-op Food,163-165 South Coast Road,Peacehaven,East Sussex,eng,BN10 8NP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Darenth,,Co-op Food,The Mill,Dartford,Kent,eng,DA4 9BD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South East Road,,Co-op Food,141 South East Road,Southampton,Hampshire,eng,SO19 8JS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Elmsall,,Co-op Food,58 Ash Grove,Pontefract,West Yorkshire,eng,WF9 2UP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Lodge Avenue - Mitcham,,Co-op Food,32 South Lodge Avenue,Mitcham,Surrey,eng,CR4 1LU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Parade - Southsea,,Co-op Food,South Parade,Southsea,Hampshire,eng,PO4 0SS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,South Woodford - George Lane,,Co-op Food,55-57 George Lane,South Woodford,London,eng,E18 1JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Southend,,Co-op Food,57 Sutton Road,Southend-On-Sea,Essex,eng,SS2 5PB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Southey Green,,Co-op Food,261-263 Southey Green Road,Sheffield,South Yorkshire,eng,S5 7QB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Spen Lane,,Co-op Food,433 Spen Lane,Leeds,West Yorkshire,eng,LS16 6JE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Springfield Stokesley,,Co-op Food,Springfield,Middlesbrough,Cleveland,eng,TS9 5ER,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Andrews Square,,Co-op Food,St Andrews Square,Rotherham,South Yorkshire,eng,S63 8DD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Annes,,Co-op Food,99 Headroomgate Road,Lytham St Annes,Lancashire,eng,FY8 3BG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Columb Major - Fore Street,,Co-op Food,56 - 58 Fore Street,St. Columb,Cornwall,eng,TR9 6AL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Helens,,Co-op Food,449 Prescot Road,St. Helens,Merseyside,eng,WA10 3BD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Helens - Elton Head Road,,Co-op Food,Elton Head Road,St Helens,Merseyside,eng,WA9 5BT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Ives,,Co-op Food,Royal Square,Penzance,Cornwall,eng,TR26 2ND,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Ives - The Stennack,,Co-op Food,The Stennack,St Ives,Cornwall,eng,TR26 1DB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Johns - Worcs,,Co-op Food,8-10 The Bullring,Worcester,Worcestershire,eng,WR2 5AH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Johns Street,,Co-op Food,100 St. John’s Street,Bridlington,North Humberside,eng,YO16 7JS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St Peters,,Co-op Food,Hopeville Avenue,Broadstairs,Kent,eng,CT10 2TR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,St. Albans - London Road,,Co-op Food,40-42 London Road,St Albans,Hertfordshire,eng,AL1 1NG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Staines - London Square,,Co-op Food,126 High Street,Staines-upon-Thames,Middlesex,eng,TW18 4BY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stannington,,Co-op Food,646-648 Stannington Road,Sheffield,South Yorkshire,eng,S6 6AE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Station Road - Sutton on Sea,,Co-op Food,Station Road,Mablethorpe,Lincolnshire,eng,LN12 2HJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stockport - 76-78 Heaton Moor Road,,Co-op Food,76-80 Heaton Moor Road,Stockport,Cheshire,eng,SK4 4NZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stockport - Didsbury Road,,Co-op Food,63 Didsbury Road,Stockport,Cheshire,eng,SK4 2BA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stoke sub Hamdon,,Co-op Food,115 Montacute Road,Yeovil,Somerset,eng,TA14 6UQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stoneleigh,,Co-op Food,34-36 Stoneleigh Broadway,Epsom,Surrey,eng,KT17 2HU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stratford-Upon-Avon Wordsworth Ave,,Co-op Food,Wordsworth Avenue,Stratford-Upon-Avon,Warwickshire,eng,CV37 7BN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Streatham Vale,,Co-op Food,107-109 Streatham Vale,London,Greater London,eng,SW16 5SQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Stroud Road - Gloucester,,Co-op Food,Stroud Road,Gloucester,Gloucestershire,eng,GL4 0DA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,"Sturminster Marshall - Station
Road",,Co-op Food,27 Station Road,Wimborne,Dorset,eng,BH21 4AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sunderland - Broadway,,Co-op Food,Springwell Road,Sunderland,Tyne and Wear,eng,SR4 8NW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Surbiton - Ellerton Road,,Co-op Food,2a Ellerton Road,Surbiton,Surrey,eng,KT6 7TX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Sway - Station Road,,Co-op Food,Station Road,Lymington,Hampshire,eng,SO41 6BA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Swinnow Lane,,Co-op Food,Swinnow Lane,Leeds,West Yorkshire,eng,LS13 4RJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Swinton,,Co-op Food,71 Station Street,Mexborough,South Yorkshire,eng,S64 8PZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tang Hall Lane,,Co-op Food,143-145 Tang Hall Lane,York,North Yorkshire,eng,YO10 3SD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tarleton,,Co-op Food,71 Church Road,Preston,Lancashire,eng,PR4 6UP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tattenham Corner,,Co-op Food,43-49 Tattenham Crescent,Epsom,Surrey,eng,KT18 5NX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tavistock,,Co-op Food,Brook Street,Tavistock,Devon,eng,PL19 0BJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Taylors Road,,Co-op Food,5 Taylors Road,Manchester,Greater Manchester,eng,M32 0JA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Teddington,,Co-op Food,210 Kingston Road,Teddington,Greater London,eng,TW11 9JF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Telford - Stafford Street,,Co-op Food,Stafford Street,Telford,Shropshire,eng,TF2 9JQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Telford Milners Lane,,Co-op Food,Milners Lane,Telford,Shropshire,eng,TF4 2JH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Templecombe - High Street,,Co-op Food,High Street,Somerset,,eng,BA8 0JA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Thatcham - Harts Hill Road,,Co-op Food,Harts Hill Road,Thatcham,Berkshire,eng,RG18 4NU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Thatcham - Station Road,,Co-op Food,Burwood Centre,Newbury,Hampshire,eng,RG19 4YA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,The Hill - Sandbach,,Co-op Food,The Hill,Sandbach,Cheshire,eng,CW11 1HT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Thornhill,,Co-op Food,36 Savile Centre,Dewsbury,West Yorkshire,eng,WF12 0QY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Torquay - Ilsham Road,,Co-op Food,5-7 Ilsham Road,Torquay,Devon,eng,TQ1 2JG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Torquay - Roundhill Road,,Co-op Food,18 Roundhill Road,Torquay,Torbay,eng,TQ2 6TH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Torquay - Torwood Street,,Co-op Food,Torwood Street,Devon,Devonshire,eng,TQ1 1DP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Trehaven Parade,,Co-op Food,4 Trehaven Parade,Reigate,Surrey,eng,RH2 7LL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Tring,,Co-op Food,2-4 Silk Mill Way,Tring,Hertfordshire,eng,HP23 5EP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Troubridge Square - Walthamstow,,Co-op Food,Troubridge Square,London,Greater London,eng,E17 3GN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Twickenham - Hampton Road,,Co-op Food,224-230 Hampton Road,Twickenham,Greater London,eng,TW2 5NJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Twickenham - Richmond Road,,Co-op Food,71 Richmond Road,Twickenham,Greater London,eng,TW1 3AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Ulverston - Priory Road,,Co-op Food,Priory Road,Ulverston,Lancashire,eng,LA12 9HR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,UNIF Keele University,,Co-op Food,Keele Road,Keele,Staffordshire,eng,ST5 5BJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Upper Belvedere,,Co-op Food,56 Nuxley Road,Upper Belvedere,Kent,eng,DA17 5JG,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Upper Shoreham Rd,,Co-op Food,Upper Shoreham Road,Brighton,West Sussex,eng,BN43 6TB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Upwell - Town Street,,Co-op Food,Town Street,WISBECH,Cambridgeshire,eng,PE14 9AF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Vernon Road,,Co-op Food,2 Vernon Road,Bury,Lancashire,eng,BL8 4DD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wallington,,Co-op Food,Mollison Drive,Wallington,Surrey,eng,SM6 9DA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Walters Ash,,Co-op Food,312 Main Road,High Wycombe,Buckinghamshire,eng,HP14 4TH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Walthamstow - Billet Road,,Co-op Food,Billet Road,Walthamstow,London,eng,E17 5DT,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wandsworth - Garratt Lane,,Co-op Food,130-138 Garratt Lane,London,Greater London,eng,SW18 4EE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wandsworth - Steam Bar,,Co-op Food,55-57 East Hill,London,Greater London,eng,SW18 2QE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Watchet,,Co-op Food,42-43 Swain St,Watchet,Somerset,eng,TA23 0AE,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Waterhays,,Co-op Food,"Unit 1-3, Barbridge Road",Newcastle-Under-Lyme,Staffordshire,eng,ST5 7SB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Watford Road - Chiswell Green,,Co-op Food,212 Watford Road,St. Albans,Hertfordshire,eng,AL2 3EA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Watford Road - Croxley Green,,Co-op Food,189 - 191 Watford Road,Rickmansworth,Hertfordshire,eng,WD3 3TL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wesham,,Co-op Food,76-78 Weeton Road,Preston,Lancashire,eng,PR4 3BQ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Auckland Road,,Co-op Food,25-58 West Auckland Road,Darlington,County Durham,eng,DL3 9EP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Bridgford,,Co-op Food,Bridgford Road,Nottingham,Nottinghamshire,eng,NG2 6AP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Kingsdown,,Co-op Food,32-34 Hever Road,Sevenoaks,Kent,eng,TN15 6HD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Park Village,,Co-op Food,Unit 10,Darlington,County Durham,eng,DL2 2GL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,West Point,,Co-op Food,Unit 1b West Point,Leeds,West Yorkshire,eng,LS1 4JJ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westbury-on-Trym,,Co-op Food,Canford Lane,Bristol,Avon,eng,BS9 3DF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westdale Lane,,Co-op Food,320 Westdale Lane,Nottingham,Nottinghamshire,eng,NG3 6EU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westerham,,Co-op Food,6 The Grange,Westerham,Kent,eng,TN16 1RF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westgate,,Co-op Food,45-47 Westgate,Skelmersdale,Lancashire,eng,WN8 8LP,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westhorne Avenue,,Co-op Food,546-550 Westhorne Ave,London,Greater London,eng,SE9 6DR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westminster - Portman Square,,Co-op Food,10 Portman Square,London,Greater London,eng,W1U 3AA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westminster - Westbourne Grove,,Co-op Food,108 Westbourne Grove,London,Greater London,eng,W2 5RU,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westmorland Close,,Co-op Food,16 Westmorland Close,Macclesfield,Cheshire,eng,SK10 3ET,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Weston Coyney,,Co-op Food,New Kingsway,Stoke-On-Trent,Staffordshire,eng,ST3 6NA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Westward Ho!,,Co-op Food,2 Golf Links Road,Bideford,Devon,eng,EX39 1LH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Weymouth - Buxton Road,,Co-op Food,10 Buxton Road,Weymouth,Dorset,eng,DT4 9PF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whetstone - Warwick Road,,Co-op Food,Cambridge Road,Blaby,Leicestershire,eng,LE8 6LF,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whipperley,,Co-op Food,13-15 Market Sq,Luton,Bedfordshire,eng,LU1 5RD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whitburn - Mill Lane,,Co-op Food,Elders Walk,Sunderland,County Durham,eng,SR6 7EL,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whiteknights Campus - Reading,,Co-op Food,Shinfield Road,Reading,Berkshire,eng,RG6 6UA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whitley Bay - Earsdon Road,,Co-op Food,Earsdon Road,Whitley Bay,Tyne and Wear,eng,NE25 9SX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whitley Bay - Marine Avenue,,Co-op Food,Marine Avenue,Whitley Bay,Tyne and Wear,eng,NE26 1LY,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Whitstable - Canterbury Rd,,Co-op Food,14-16 Canterbury Road,Whitstable,Kent,eng,CT5 4EX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wigmore Lane,,Co-op Food,78-80 Wigmore Lane,Luton,Bedfordshire,eng,LU2 8AB,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Willesden Green - Walm Lane,,Co-op Food,57-59 Walm Lane,London,Greater London,eng,NW2 4QR,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wilmslow - Water Lane,,Co-op Food,51 Water Lane,Wilmslow,Cheshire,eng,SK9 5AW,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wimbledon - Haydons Road,,Co-op Food,298 Haydons Road,London,Greater London,eng,SW19 8JZ,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wimbledon Chase,,Co-op Food,276-288 Kingston Road,London,Greater London,eng,SW20 8LX,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Windermere,,Co-op Food,2 Oak Street,Windermere,Cumbria,eng,LA23 1EN,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Windermere Road,,Co-op Food,10-12 Windermere Road,Newcastle-Under-Lyme,Staffordshire,eng,ST5 3HH,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Wingate - Durham Road,,Co-op Food,Durham Road,Wingate,County Durham,eng,TS28 5HS,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Winnington - District Centre,,Co-op Food,53 Walker Road,NORTHWICH,Cheshire,eng,CW8 4UD,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
,,tb,,Winstanley New,,Co-op Food,73 Holmes House Avenue,Wigan,Lancashire,eng,WN3 6JA,,,,,,,,The Co-operative Group,,,The Co-operative Group,,,,,,,,,,,,,,,,
